state,county,candidate,party,votes,combined,combined 2,winner,Color,Percent of Vote,Percentage Democrat,Lat,Lon
Georgia,Morgan County,Donald Trump,REP,8228,"Morgan County, Georgia8228","Morgan County, Georgia",1,#D74247,0.70,0.30,33.5794186,-83.4643551
Georgia,Murray County,Donald Trump,REP,12943,"Murray County, Georgia12943","Murray County, Georgia",1,#D74247,0.84,0.16,34.7928029,-84.7315563
Georgia,Muscogee County,Joe Biden,DEM,49425,"Muscogee County, Georgia49425","Muscogee County, Georgia",1,#2cc5e6,0.61,0.61,32.4794133,-84.8984775
Georgia,Newton County,Joe Biden,DEM,29781,"Newton County, Georgia29781","Newton County, Georgia",1,#2cc5e6,0.55,0.55,33.5544296,-83.8473015
Georgia,Oconee County,Donald Trump,REP,16594,"Oconee County, Georgia16594","Oconee County, Georgia",1,#D74247,0.66,0.34,33.8231988,-83.4430118
Georgia,Oglethorpe County,Donald Trump,REP,5591,"Oglethorpe County, Georgia5591","Oglethorpe County, Georgia",1,#D74247,0.69,0.31,33.9119731,-83.0361376
Georgia,Paulding County,Donald Trump,REP,54460,"Paulding County, Georgia54460","Paulding County, Georgia",1,#D74247,0.64,0.36,33.9142037,-84.8984775
Georgia,Peach County,Donald Trump,REP,6502,"Peach County, Georgia6502","Peach County, Georgia",1,#D74247,0.52,0.48,32.5892926,-83.8260884
Georgia,Pickens County,Donald Trump,REP,14075,"Pickens County, Georgia14075","Pickens County, Georgia",1,#D74247,0.82,0.18,34.4497166,-84.4592701
Georgia,Pierce County,Donald Trump,REP,7899,"Pierce County, Georgia7899","Pierce County, Georgia",1,#D74247,0.87,0.13,31.343806,-82.1713632
Georgia,Pike County,Donald Trump,REP,9124,"Pike County, Georgia9124","Pike County, Georgia",1,#D74247,0.85,0.15,33.0881873,-84.3962535
Georgia,Polk County,Donald Trump,REP,13589,"Polk County, Georgia13589","Polk County, Georgia",1,#D74247,0.78,0.22,34.0132398,-85.1479364
Georgia,Pulaski County,Donald Trump,REP,2805,"Pulaski County, Georgia2805","Pulaski County, Georgia",1,#D74247,0.69,0.31,32.232644,-83.4643551
Georgia,Putnam County,Donald Trump,REP,8291,"Putnam County, Georgia8291","Putnam County, Georgia",1,#D74247,0.70,0.30,33.3069978,-83.3789389
Georgia,Quitman County,Donald Trump,REP,604,"Quitman County, Georgia604","Quitman County, Georgia",1,#D74247,0.55,0.45,31.8485969,-84.981754
Georgia,Rabun County,Donald Trump,REP,7474,"Rabun County, Georgia7474","Rabun County, Georgia",1,#D74247,0.78,0.22,34.9027286,-83.3789389
Georgia,Randolph County,Joe Biden,DEM,1671,"Randolph County, Georgia1671","Randolph County, Georgia",1,#2cc5e6,0.54,0.54,31.7913398,-84.6897495
Georgia,Richmond County,Joe Biden,DEM,58776,"Richmond County, Georgia58776","Richmond County, Georgia",1,#2cc5e6,0.68,0.68,33.3205339,-82.0842901
Georgia,Rockdale County,Joe Biden,DEM,31243,"Rockdale County, Georgia31243","Rockdale County, Georgia",1,#2cc5e6,0.70,0.70,33.6752492,-84.0378894
Georgia,Schley County,Donald Trump,REP,1800,"Schley County, Georgia1800","Schley County, Georgia",1,#D74247,0.79,0.21,32.2736136,-84.3121264
Georgia,Screven County,Donald Trump,REP,3915,"Screven County, Georgia3915","Screven County, Georgia",1,#D74247,0.59,0.41,32.7074673,-81.6035062
Georgia,Seminole County,Donald Trump,REP,2607,"Seminole County, Georgia2607","Seminole County, Georgia",1,#D74247,0.67,0.33,30.9331429,-84.8984775
Georgia,Spalding County,Donald Trump,REP,18057,"Spalding County, Georgia18057","Spalding County, Georgia",1,#D74247,0.60,0.40,33.2636732,-84.3121264
Georgia,Stephens County,Donald Trump,REP,9368,"Stephens County, Georgia9368","Stephens County, Georgia",1,#D74247,0.79,0.21,34.5458998,-83.2934086
Georgia,Stewart County,Joe Biden,DEM,1182,"Stewart County, Georgia1182","Stewart County, Georgia",1,#2cc5e6,0.59,0.59,32.1141344,-84.8150781
Georgia,Sumter County,Joe Biden,DEM,6318,"Sumter County, Georgia6318","Sumter County, Georgia",1,#2cc5e6,0.52,0.52,31.9981596,-84.2278796
Georgia,Talbot County,Joe Biden,DEM,2113,"Talbot County, Georgia2113","Talbot County, Georgia",1,#2cc5e6,0.60,0.60,32.6891322,-84.5222189
Georgia,Taliaferro County,Joe Biden,DEM,561,"Taliaferro County, Georgia561","Taliaferro County, Georgia",1,#2cc5e6,0.60,0.60,33.5697878,-82.8855961
Georgia,Tattnall County,Donald Trump,REP,6048,"Tattnall County, Georgia6048","Tattnall County, Georgia",1,#D74247,0.74,0.26,32.0634576,-82.0842901
Georgia,Taylor County,Donald Trump,REP,2418,"Taylor County, Georgia2418","Taylor County, Georgia",1,#D74247,0.63,0.37,32.5407455,-84.2278796
Georgia,Telfair County,Donald Trump,REP,2822,"Telfair County, Georgia2822","Telfair County, Georgia",1,#D74247,0.65,0.35,31.8907647,-82.9931607
Georgia,Terrell County,Joe Biden,DEM,2376,"Terrell County, Georgia2376","Terrell County, Georgia",1,#2cc5e6,0.54,0.54,31.7370079,-84.4802606
Georgia,Thomas County,Donald Trump,REP,12954,"Thomas County, Georgia12954","Thomas County, Georgia",1,#D74247,0.59,0.41,30.8417409,-83.8473015
Georgia,Tift County,Donald Trump,REP,10784,"Tift County, Georgia10784","Tift County, Georgia",1,#D74247,0.66,0.34,31.4205597,-83.5496566
Georgia,Toombs County,Donald Trump,REP,7872,"Toombs County, Georgia7872","Toombs County, Georgia",1,#D74247,0.72,0.28,32.0795072,-82.345189
Georgia,Towns County,Donald Trump,REP,6384,"Towns County, Georgia6384","Towns County, Georgia",1,#D74247,0.80,0.20,34.9208214,-83.7199136
Georgia,Treutlen County,Donald Trump,REP,2101,"Treutlen County, Georgia2101","Treutlen County, Georgia",1,#D74247,0.68,0.32,32.3870233,-82.5834947
Georgia,Troup County,Donald Trump,REP,18146,"Troup County, Georgia18146","Troup County, Georgia",1,#D74247,0.60,0.40,33.0698575,-85.023346
Georgia,Turner County,Donald Trump,REP,2349,"Turner County, Georgia2349","Turner County, Georgia",1,#D74247,0.62,0.38,31.6976531,-83.634843
Georgia,Twiggs County,Donald Trump,REP,2368,"Twiggs County, Georgia2368","Twiggs County, Georgia",1,#D74247,0.53,0.47,32.68356,-83.4643551
Georgia,Union County,Donald Trump,REP,12651,"Union County, Georgia12651","Union County, Georgia",1,#D74247,0.81,0.19,34.8457601,-83.9744262
Georgia,Upson County,Donald Trump,REP,8602,"Upson County, Georgia8602","Upson County, Georgia",1,#D74247,0.67,0.33,32.9047684,-84.3121264
Georgia,Walker County,Donald Trump,REP,23174,"Walker County, Georgia23174","Walker County, Georgia",1,#D74247,0.79,0.21,34.6858231,-85.354965
Georgia,Walton County,Donald Trump,REP,37617,"Walton County, Georgia37617","Walton County, Georgia",1,#D74247,0.74,0.26,33.7708613,-83.7199136
Georgia,Ware County,Donald Trump,REP,9930,"Ware County, Georgia9930","Ware County, Georgia",1,#D74247,0.69,0.31,31.134411,-82.4752757
Georgia,Warren County,Joe Biden,DEM,1488,"Warren County, Georgia1488","Warren County, Georgia",1,#2cc5e6,0.56,0.56,33.4470392,-82.6915429
Georgia,Washington County,Joe Biden,DEM,4730,"Washington County, Georgia4730","Washington County, Georgia",1,#2cc5e6,0.50,0.50,32.962702,-82.820974
Georgia,Wayne County,Donald Trump,REP,9987,"Wayne County, Georgia9987","Wayne County, Georgia",1,#D74247,0.78,0.22,31.5092107,-81.909826
Georgia,Webster County,Donald Trump,REP,748,"Webster County, Georgia748","Webster County, Georgia",1,#D74247,0.54,0.46,32.0129889,-84.564147
Georgia,Wheeler County,Donald Trump,REP,1583,"Wheeler County, Georgia1583","Wheeler County, Georgia",1,#D74247,0.69,0.31,32.0999794,-82.6915429
Georgia,White County,Donald Trump,REP,12222,"White County, Georgia12222","White County, Georgia",1,#D74247,0.82,0.18,34.6567728,-83.7199136
Georgia,Whitfield County,Donald Trump,REP,25636,"Whitfield County, Georgia25636","Whitfield County, Georgia",1,#D74247,0.70,0.30,34.8033566,-84.981754
Georgia,Wilcox County,Donald Trump,REP,2403,"Wilcox County, Georgia2403","Wilcox County, Georgia",1,#D74247,0.73,0.27,31.9611759,-83.4643551
Georgia,Wilkes County,Donald Trump,REP,2823,"Wilkes County, Georgia2823","Wilkes County, Georgia",1,#D74247,0.56,0.44,33.808264,-82.7778579
Georgia,Wilkinson County,Donald Trump,REP,2664,"Wilkinson County, Georgia2664","Wilkinson County, Georgia",1,#D74247,0.56,0.44,32.8024682,-83.1649001
Georgia,Worth County,Donald Trump,REP,6826,"Worth County, Georgia6826","Worth County, Georgia",1,#D74247,0.74,0.26,31.5282489,-83.8897057
Hawaii,Hawaii County,Joe Biden,DEM,58683,"Hawaii County, Hawaii58683","Hawaii County, Hawaii",1,#2cc5e6,0.67,0.67,19.5429151,-155.6658568
Hawaii,Honolulu County,Joe Biden,DEM,238601,"Honolulu County, Hawaii238601","Honolulu County, Hawaii",1,#2cc5e6,0.63,0.63,21.3069857,-157.8584319
Hawaii,Kauai County,Joe Biden,DEM,21217,"Kauai County, Hawaii21217","Kauai County, Hawaii",1,#2cc5e6,0.63,0.63,21.9661076,-159.5737912
Hawaii,Maui County,Joe Biden,DEM,47301,"Maui County, Hawaii47301","Maui County, Hawaii",1,#2cc5e6,0.67,0.67,20.7983626,-156.3319253
Idaho,Ada County,Donald Trump,REP,130699,"Ada County, Idaho130699","Ada County, Idaho",1,#D74247,0.50,0.50,43.478767,-116.2420304
Idaho,Adams County,Donald Trump,REP,1941,"Adams County, Idaho1941","Adams County, Idaho",1,#D74247,0.75,0.25,44.9882561,-116.4916092
Idaho,Bannock County,Donald Trump,REP,23331,"Bannock County, Idaho23331","Bannock County, Idaho",1,#D74247,0.59,0.41,42.5836362,-112.1430215
Idaho,Bear Lake County,Donald Trump,REP,2814,"Bear Lake County, Idaho2814","Bear Lake County, Idaho",1,#D74247,0.88,0.12,42.228222,-111.2845025
Idaho,Benewah County,Donald Trump,REP,3878,"Benewah County, Idaho3878","Benewah County, Idaho",1,#D74247,0.78,0.22,47.2437836,-116.6499425
Idaho,Bingham County,Donald Trump,REP,15295,"Bingham County, Idaho15295","Bingham County, Idaho",1,#D74247,0.76,0.24,43.2112303,-112.3624146
Idaho,Blaine County,Joe Biden,DEM,8919,"Blaine County, Idaho8919","Blaine County, Idaho",1,#2cc5e6,0.67,0.67,43.4743428,-113.9664446
Idaho,Boise County,Donald Trump,REP,3495,"Boise County, Idaho3495","Boise County, Idaho",1,#D74247,0.72,0.28,43.9604787,-115.8563106
Idaho,Bonner County,Donald Trump,REP,18369,"Bonner County, Idaho18369","Bonner County, Idaho",1,#D74247,0.67,0.33,48.2751783,-116.5931483
Idaho,Bonneville County,Donald Trump,REP,37805,"Bonneville County, Idaho37805","Bonneville County, Idaho",1,#D74247,0.70,0.30,43.4508683,-111.5455289
Idaho,Boundary County,Donald Trump,REP,4937,"Boundary County, Idaho4937","Boundary County, Idaho",1,#D74247,0.78,0.22,48.7987617,-116.5627065
Idaho,Butte County,Donald Trump,REP,1202,"Butte County, Idaho1202","Butte County, Idaho",1,#D74247,0.85,0.15,43.6448198,-113.1841378
Idaho,Camas County,Donald Trump,REP,507,"Camas County, Idaho507","Camas County, Idaho",1,#D74247,0.67,0.33,43.5093688,-114.8243665
Idaho,Canyon County,Donald Trump,REP,61759,"Canyon County, Idaho61759","Canyon County, Idaho",1,#D74247,0.68,0.32,43.6779581,-116.6865435
Idaho,Caribou County,Donald Trump,REP,2906,"Caribou County, Idaho2906","Caribou County, Idaho",1,#D74247,0.85,0.15,42.7538684,-111.6660725
Idaho,Cassia County,Donald Trump,REP,7907,"Cassia County, Idaho7907","Cassia County, Idaho",1,#D74247,0.82,0.18,42.358036,-113.5728501
Idaho,Clark County,Donald Trump,REP,264,"Clark County, Idaho264","Clark County, Idaho",1,#D74247,0.85,0.15,44.1975553,-112.3755497
Idaho,Clearwater County,Donald Trump,REP,3453,"Clearwater County, Idaho3453","Clearwater County, Idaho",1,#D74247,0.78,0.22,46.6775737,-115.5620377
Idaho,Custer County,Donald Trump,REP,2089,"Custer County, Idaho2089","Custer County, Idaho",1,#D74247,0.76,0.24,44.3331898,-114.2614334
Idaho,Elmore County,Donald Trump,REP,7246,"Elmore County, Idaho7246","Elmore County, Idaho",1,#D74247,0.71,0.29,43.1154284,-115.5264458
Idaho,Franklin County,Donald Trump,REP,5845,"Franklin County, Idaho5845","Franklin County, Idaho",1,#D74247,0.88,0.12,42.2100342,-111.7614661
Idaho,Fremont County,Donald Trump,REP,5548,"Fremont County, Idaho5548","Fremont County, Idaho",1,#D74247,0.83,0.17,44.2242743,-111.4790031
Idaho,Gem County,Donald Trump,REP,7951,"Gem County, Idaho7951","Gem County, Idaho",1,#D74247,0.80,0.20,44.0324936,-116.3589245
Idaho,Gooding County,Donald Trump,REP,4659,"Gooding County, Idaho4659","Gooding County, Idaho",1,#D74247,0.77,0.23,42.9180557,-114.7494346
Idaho,Idaho County,Donald Trump,REP,7826,"Idaho County, Idaho7826","Idaho County, Idaho",1,#D74247,0.82,0.18,45.9019541,-115.7237433
Idaho,Jefferson County,Donald Trump,REP,12099,"Jefferson County, Idaho12099","Jefferson County, Idaho",1,#D74247,0.85,0.15,43.7640903,-112.2493671
Idaho,Jerome County,Donald Trump,REP,5734,"Jerome County, Idaho5734","Jerome County, Idaho",1,#D74247,0.73,0.27,42.712818,-114.3287857
Idaho,Kootenai County,Donald Trump,REP,62837,"Kootenai County, Idaho62837","Kootenai County, Idaho",1,#D74247,0.70,0.30,47.7568407,-116.6222056
Idaho,Latah County,Joe Biden,DEM,10199,"Latah County, Idaho10199","Latah County, Idaho",1,#2cc5e6,0.50,0.50,46.7360364,-116.6764195
Idaho,Lemhi County,Donald Trump,REP,3592,"Lemhi County, Idaho3592","Lemhi County, Idaho",1,#D74247,0.76,0.24,45.0364592,-113.9230554
Idaho,Lewis County,Donald Trump,REP,1489,"Lewis County, Idaho1489","Lewis County, Idaho",1,#D74247,0.80,0.20,46.2664791,-116.4054092
Idaho,Lincoln County,Donald Trump,REP,1469,"Lincoln County, Idaho1469","Lincoln County, Idaho",1,#D74247,0.76,0.24,43.0496418,-114.1694407
Idaho,Madison County,Donald Trump,REP,13559,"Madison County, Idaho13559","Madison County, Idaho",1,#D74247,0.79,0.21,43.7508332,-111.5583742
Idaho,Minidoka County,Donald Trump,REP,6265,"Minidoka County, Idaho6265","Minidoka County, Idaho",1,#D74247,0.78,0.22,42.8409971,-113.5808126
Idaho,Nez Perce County,Donald Trump,REP,13738,"Nez Perce County, Idaho13738","Nez Perce County, Idaho",1,#D74247,0.66,0.34,46.4181814,-116.622876
Idaho,Oneida County,Donald Trump,REP,2148,"Oneida County, Idaho2148","Oneida County, Idaho",1,#D74247,0.88,0.12,42.2059769,-112.5245093
Idaho,Owyhee County,Donald Trump,REP,3819,"Owyhee County, Idaho3819","Owyhee County, Idaho",1,#D74247,0.81,0.19,42.6827359,-116.0622892
Idaho,Payette County,Donald Trump,REP,8862,"Payette County, Idaho8862","Payette County, Idaho",1,#D74247,0.78,0.22,44.0205185,-116.7205398
Idaho,Power County,Donald Trump,REP,2116,"Power County, Idaho2116","Power County, Idaho",1,#D74247,0.69,0.31,42.7528492,-112.7684521
Idaho,Shoshone County,Donald Trump,REP,4216,"Shoshone County, Idaho4216","Shoshone County, Idaho",1,#D74247,0.70,0.30,47.1746948,-115.9104676
Idaho,Teton County,Joe Biden,DEM,3318,"Teton County, Idaho3318","Teton County, Idaho",1,#2cc5e6,0.52,0.52,43.7845793,-111.1917625
Idaho,Twin Falls County,Donald Trump,REP,25897,"Twin Falls County, Idaho25897","Twin Falls County, Idaho",1,#D74247,0.71,0.29,42.335252,-114.6758916
Idaho,Valley County,Donald Trump,REP,3947,"Valley County, Idaho3947","Valley County, Idaho",1,#D74247,0.56,0.44,44.9204669,-115.7926381
Idaho,Washington County,Donald Trump,REP,4154,"Washington County, Idaho4154","Washington County, Idaho",1,#D74247,0.78,0.22,44.3658715,-116.7548607
Illinois,Adams County,Donald Trump,REP,24131,"Adams County, Illinois24131","Adams County, Illinois",1,#D74247,0.72,0.28,40.0577692,-91.135302
Illinois,Alexander County,Donald Trump,REP,3056,"Alexander County, Illinois3056","Alexander County, Illinois",1,#D74247,0.54,0.46,37.1670164,-89.3606298
Illinois,Bond County,Donald Trump,REP,5612,"Bond County, Illinois5612","Bond County, Illinois",1,#D74247,0.69,0.31,38.902985,-89.4742177
Illinois,Boone County,Donald Trump,REP,13762,"Boone County, Illinois13762","Boone County, Illinois",1,#D74247,0.56,0.44,42.3484976,-88.8263006
Illinois,Brown County,Donald Trump,REP,1930,"Brown County, Illinois1930","Brown County, Illinois",1,#D74247,0.76,0.24,39.9379573,-90.7152749
Illinois,Bureau County,Donald Trump,REP,10296,"Bureau County, Illinois10296","Bureau County, Illinois",1,#D74247,0.60,0.40,41.3599156,-89.4742177
Illinois,Calhoun County,Donald Trump,REP,2043,"Calhoun County, Illinois2043","Calhoun County, Illinois",1,#D74247,0.74,0.26,39.1733216,-90.658333
Illinois,Carroll County,Donald Trump,REP,5098,"Carroll County, Illinois5098","Carroll County, Illinois",1,#D74247,0.64,0.36,42.0385843,-89.9626799
Illinois,Cass County,Donald Trump,REP,3624,"Cass County, Illinois3624","Cass County, Illinois",1,#D74247,0.68,0.32,39.9398601,-90.2620042
Illinois,Champaign County,Joe Biden,DEM,55173,"Champaign County, Illinois55173","Champaign County, Illinois",1,#2cc5e6,0.59,0.59,40.2138865,-88.2461183
Illinois,Christian County,Donald Trump,REP,11505,"Christian County, Illinois11505","Christian County, Illinois",1,#D74247,0.71,0.29,39.5672183,-89.3226954
Illinois,Clark County,Donald Trump,REP,6215,"Clark County, Illinois6215","Clark County, Illinois",1,#D74247,0.75,0.25,39.3824189,-87.7763333
Illinois,Clay County,Donald Trump,REP,5626,"Clay County, Illinois5626","Clay County, Illinois",1,#D74247,0.82,0.18,38.7279431,-88.556531
Illinois,Clinton County,Donald Trump,REP,14264,"Clinton County, Illinois14264","Clinton County, Illinois",1,#D74247,0.75,0.25,38.5684442,-89.6251646
Illinois,Coles County,Donald Trump,REP,13981,"Coles County, Illinois13981","Coles County, Illinois",1,#D74247,0.62,0.38,39.5560011,-88.2461183
Illinois,Cook County,Joe Biden,DEM,1374757,"Cook County, Illinois1374757","Cook County, Illinois",1,#2cc5e6,0.73,0.73,41.7376587,-87.697554
Illinois,Crawford County,Donald Trump,REP,7025,"Crawford County, Illinois7025","Crawford County, Illinois",1,#D74247,0.75,0.25,39.0499568,-87.7763333
Illinois,Cumberland County,Donald Trump,REP,4595,"Cumberland County, Illinois4595","Cumberland County, Illinois",1,#D74247,0.79,0.21,39.2653533,-88.2071598
Illinois,DeKalb County,Joe Biden,DEM,24484,"DeKalb County, Illinois24484","DeKalb County, Illinois",1,#2cc5e6,0.51,0.51,41.8329981,-88.7108964
Illinois,De Witt County,Donald Trump,REP,5623,"De Witt County, Illinois5623","De Witt County, Illinois",1,#D74247,0.70,0.30,40.1810363,-88.90306
Illinois,Douglas County,Donald Trump,REP,6221,"Douglas County, Illinois6221","Douglas County, Illinois",1,#D74247,0.71,0.29,39.7617631,-88.2071598
Illinois,DuPage County,Joe Biden,DEM,269638,"DuPage County, Illinois269638","DuPage County, Illinois",1,#2cc5e6,0.58,0.58,41.8243831,-88.0900762
Illinois,Edgar County,Donald Trump,REP,6169,"Edgar County, Illinois6169","Edgar County, Illinois",1,#D74247,0.76,0.24,39.7131223,-87.7763333
Illinois,Edwards County,Donald Trump,REP,2833,"Edwards County, Illinois2833","Edwards County, Illinois",1,#D74247,0.84,0.16,38.4267827,-88.050979
Illinois,Effingham County,Donald Trump,REP,14983,"Effingham County, Illinois14983","Effingham County, Illinois",1,#D74247,0.79,0.21,39.0621773,-88.556531
Illinois,Fayette County,Donald Trump,REP,8025,"Fayette County, Illinois8025","Fayette County, Illinois",1,#D74247,0.80,0.20,39.0669568,-89.0179332
Illinois,Ford County,Donald Trump,REP,4956,"Ford County, Illinois4956","Ford County, Illinois",1,#D74247,0.73,0.27,40.4988592,-88.2071598
Illinois,Franklin County,Donald Trump,REP,13514,"Franklin County, Illinois13514","Franklin County, Illinois",1,#D74247,0.73,0.27,38.0157197,-88.90306
Illinois,Fulton County,Donald Trump,REP,9798,"Fulton County, Illinois9798","Fulton County, Illinois",1,#D74247,0.59,0.41,40.5531823,-90.2244662
